candidato,meses_confirmacao,quantidade_mudancas_regime_treino,peso_cdi_expansao_desinflacionaria,peso_cdi_expansao_inflacionaria,peso_cdi_estagflacao,peso_cdi_recessao_desinflacionaria,peso_cdi_medio,peso_cdi_maximo,excesso_retorno_anualizado_vs_benchmark,quantidade_meses,retorno_total_bruto,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade_liquido,maximo_drawdown_liquido,meses_positivos,melhor_mes,pior_mes,turnover_total,turnover_medio_mensal,custo_acumulado_simples,indice_final_liquido,quantidade_janelas_12m,proporcao_janelas_12m_positivas,media_excesso_12m,mediana_excesso_12m,pior_excesso_12m,melhor_excesso_12m,respeita_limite_turnover
conf_3m_cdi_20_40_10_20,3,8,20.00%,40.00%,10.00%,20.00%,22.50%,40.00%,-0.85%,48,30.78%,30.31%,6.84%,6.39%,1.07,-7.00%,64.58%,0.041345166907058584,-0.050222489462444564,3.61,7.52%,0.36%,130.31,37,45.95%,-1.04%,-0.36%,-8.52%,2.88%,False
conf_3m_cdi_20_40_10_30,3,8,20.00%,40.00%,10.00%,30.00%,25.00%,40.00%,-1.20%,48,29.05%,28.61%,6.49%,6.23%,1.04,-7.00%,64.58%,0.04037911167132746,-0.050222489462444564,3.40,7.09%,0.34%,128.61,37,45.95%,-1.45%,-0.36%,-10.14%,2.88%,False
conf_3m_cdi_20_40_10_40,3,8,20.00%,40.00%,10.00%,40.00%,27.50%,40.00%,-1.55%,48,27.34%,26.93%,6.14%,6.09%,1.01,-7.00%,64.58%,0.04037911167132746,-0.050222489462444564,3.23,6.74%,0.32%,126.93,37,45.95%,-1.87%,-0.36%,-11.75%,2.88%,False
conf_3m_cdi_20_40_10_50,3,8,20.00%,40.00%,10.00%,50.00%,30.00%,50.00%,-1.91%,48,25.65%,25.22%,5.78%,5.97%,0.97,-7.00%,64.58%,0.04037911167132746,-0.050222489462444564,3.38,7.04%,0.34%,125.22,37,45.95%,-2.29%,-0.36%,-13.39%,2.88%,False
conf_3m_cdi_20_40_20_00,3,8,20.00%,40.00%,20.00%,0.00%,20.00%,40.00%,-0.02%,48,34.91%,34.40%,7.67%,6.73%,1.14,-7.00%,64.58%,0.05111928537013988,-0.050222489462444564,3.81,7.94%,0.38%,134.40,37,56.76%,-0.03%,0.15%,-5.23%,2.88%,False
conf_3m_cdi_20_40_20_10,3,8,20.00%,40.00%,20.00%,10.00%,22.50%,40.00%,-0.37%,48,33.15%,32.67%,7.32%,6.53%,1.12,-7.00%,64.58%,0.04623272545525836,-0.050222489462444564,3.61,7.52%,0.36%,132.67,37,56.76%,-0.45%,0.15%,-6.88%,2.88%,False
conf_3m_cdi_20_40_20_20,3,8,20.00%,40.00%,20.00%,20.00%,25.00%,40.00%,-0.72%,48,31.39%,30.95%,6.97%,6.36%,1.10,-7.00%,64.58%,0.041345166907058584,-0.050222489462444564,3.40,7.08%,0.34%,130.95,37,56.76%,-0.87%,0.15%,-8.52%,2.88%,False
conf_3m_cdi_20_40_20_30,3,8,20.00%,40.00%,20.00%,30.00%,27.50%,40.00%,-1.07%,48,29.66%,29.25%,6.62%,6.20%,1.07,-7.00%,64.58%,0.04037911167132746,-0.050222489462444564,3.19,6.66%,0.32%,129.25,37,56.76%,-1.29%,0.15%,-10.14%,2.88%,False
conf_3m_cdi_20_40_20_40,3,8,20.00%,40.00%,20.00%,40.00%,30.00%,40.00%,-1.42%,48,27.94%,27.56%,6.27%,6.06%,1.04,-7.00%,64.58%,0.04037911167132746,-0.050222489462444564,3.03,6.30%,0.30%,127.56,37,56.76%,-1.70%,0.15%,-11.75%,2.88%,False
conf_3m_cdi_20_40_20_50,3,8,20.00%,40.00%,20.00%,50.00%,32.50%,50.00%,-1.78%,48,26.24%,25.84%,5.91%,5.93%,1.00,-7.00%,64.58%,0.04037911167132746,-0.050222489462444564,3.17,6.60%,0.32%,125.84,37,56.76%,-2.13%,0.15%,-13.39%,2.88%,False
conf_3m_cdi_20_40_30_00,3,8,20.00%,40.00%,30.00%,0.00%,22.50%,40.00%,0.11%,48,35.54%,35.06%,7.80%,6.70%,1.16,-7.00%,66.67%,0.05111928537013988,-0.050222489462444564,3.61,7.52%,0.36%,135.06,37,56.76%,0.14%,0.62%,-5.23%,2.88%,False
conf_3m_cdi_20_40_30_10,3,8,20.00%,40.00%,30.00%,10.00%,25.00%,40.00%,-0.24%,48,33.77%,33.32%,7.45%,6.51%,1.15,-7.00%,66.67%,0.04623272545525836,-0.050222489462444564,3.40,7.09%,0.34%,133.32,37,56.76%,-0.28%,0.62%,-6.88%,2.88%,False
conf_3m_cdi_20_40_30_20,3,8,20.00%,40.00%,30.00%,20.00%,27.50%,40.00%,-0.59%,48,32.01%,31.59%,7.10%,6.33%,1.12,-7.00%,66.67%,0.041345166907058584,-0.050222489462444564,3.20,6.66%,0.32%,131.59,37,56.76%,-0.71%,0.62%,-8.52%,2.88%,False
conf_3m_cdi_20_40_30_30,3,8,20.00%,40.00%,30.00%,30.00%,30.00%,40.00%,-0.94%,48,30.27%,29.88%,6.75%,6.17%,1.10,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,2.99,6.23%,0.30%,129.88,37,56.76%,-1.12%,0.62%,-10.14%,2.88%,False
conf_3m_cdi_20_40_30_40,3,8,20.00%,40.00%,30.00%,40.00%,32.50%,40.00%,-1.29%,48,28.54%,28.18%,6.40%,6.03%,1.06,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,2.82,5.88%,0.28%,128.18,37,56.76%,-1.54%,0.62%,-11.75%,2.88%,False
conf_3m_cdi_20_40_30_50,3,8,20.00%,40.00%,30.00%,50.00%,35.00%,50.00%,-1.65%,48,26.83%,26.46%,6.04%,5.91%,1.02,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,2.97,6.18%,0.30%,126.46,37,56.76%,-1.96%,0.62%,-13.39%,2.88%,False
conf_3m_cdi_20_40_40_00,3,8,20.00%,40.00%,40.00%,0.00%,25.00%,40.00%,0.24%,48,36.18%,35.71%,7.93%,6.68%,1.19,-7.00%,68.75%,0.05111928537013988,-0.050222489462444564,3.43,7.14%,0.34%,135.71,37,62.16%,0.31%,0.96%,-5.23%,2.88%,False
conf_3m_cdi_20_40_40_10,3,8,20.00%,40.00%,40.00%,10.00%,27.50%,40.00%,-0.11%,48,34.40%,33.97%,7.58%,6.48%,1.17,-7.00%,68.75%,0.04623272545525836,-0.050222489462444564,3.22,6.71%,0.32%,133.97,37,62.16%,-0.12%,0.96%,-6.88%,2.88%,False
conf_3m_cdi_20_40_40_20,3,8,20.00%,40.00%,40.00%,20.00%,30.00%,40.00%,-0.46%,48,32.63%,32.23%,7.23%,6.30%,1.15,-7.00%,68.75%,0.041345166907058584,-0.050222489462444564,3.01,6.28%,0.30%,132.23,37,62.16%,-0.54%,0.96%,-8.52%,2.88%,False
conf_3m_cdi_20_40_40_30,3,8,20.00%,40.00%,40.00%,30.00%,32.50%,40.00%,-0.81%,48,30.88%,30.51%,6.88%,6.14%,1.12,-7.00%,68.75%,0.04037911167132746,-0.050222489462444564,2.81,5.85%,0.28%,130.51,37,62.16%,-0.96%,0.96%,-10.14%,2.88%,False
conf_3m_cdi_20_40_40_40,3,8,20.00%,40.00%,40.00%,40.00%,35.00%,40.00%,-1.16%,48,29.15%,28.80%,6.53%,6.00%,1.09,-7.00%,68.75%,0.04037911167132746,-0.050222489462444564,2.64,5.50%,0.26%,128.80,37,62.16%,-1.37%,0.96%,-11.75%,2.88%,False
conf_3m_cdi_20_40_40_50,3,8,20.00%,40.00%,40.00%,50.00%,37.50%,50.00%,-1.52%,48,27.43%,27.07%,6.17%,5.88%,1.05,-7.00%,68.75%,0.04037911167132746,-0.050222489462444564,2.78,5.80%,0.28%,127.07,37,62.16%,-1.79%,0.96%,-13.39%,2.88%,False
conf_3m_cdi_20_40_50_00,3,8,20.00%,40.00%,50.00%,0.00%,27.50%,50.00%,0.36%,48,36.82%,36.33%,8.06%,6.65%,1.21,-7.00%,68.75%,0.05111928537013988,-0.050222489462444564,3.59,7.48%,0.36%,136.33,37,67.57%,0.46%,1.39%,-5.23%,2.88%,False
conf_3m_cdi_20_40_50_10,3,8,20.00%,40.00%,50.00%,10.00%,30.00%,50.00%,0.01%,48,35.03%,34.57%,7.71%,6.46%,1.19,-7.00%,68.75%,0.04623272545525836,-0.050222489462444564,3.38,7.05%,0.34%,134.57,37,64.86%,0.04%,1.39%,-6.88%,2.88%,False
conf_3m_cdi_20_40_50_20,3,8,20.00%,40.00%,50.00%,20.00%,32.50%,50.00%,-0.34%,48,33.25%,32.83%,7.36%,6.28%,1.17,-7.00%,68.75%,0.041345166907058584,-0.050222489462444564,3.18,6.62%,0.32%,132.83,37,64.86%,-0.38%,1.39%,-8.52%,2.88%,False
conf_3m_cdi_20_40_50_30,3,8,20.00%,40.00%,50.00%,30.00%,35.00%,50.00%,-0.69%,48,31.49%,31.10%,7.00%,6.12%,1.14,-7.00%,68.75%,0.04037911167132746,-0.050222489462444564,2.97,6.19%,0.30%,131.10,37,64.86%,-0.80%,1.39%,-10.14%,2.88%,False
conf_3m_cdi_20_40_50_40,3,8,20.00%,40.00%,50.00%,40.00%,37.50%,50.00%,-1.04%,48,29.75%,29.39%,6.65%,5.98%,1.11,-7.00%,68.75%,0.04037911167132746,-0.050222489462444564,2.80,5.84%,0.28%,129.39,37,64.86%,-1.22%,1.39%,-11.75%,2.88%,False
conf_3m_cdi_20_40_50_50,3,8,20.00%,40.00%,50.00%,50.00%,40.00%,50.00%,-1.40%,48,28.02%,27.65%,6.29%,5.86%,1.07,-7.00%,68.75%,0.04037911167132746,-0.050222489462444564,2.95,6.14%,0.29%,127.65,37,64.86%,-1.64%,1.39%,-13.39%,2.88%,False
conf_3m_cdi_20_50_00_00,3,8,20.00%,50.00%,0.00%,0.00%,17.50%,50.00%,-0.70%,48,31.73%,31.07%,7.00%,6.65%,1.05,-7.00%,66.67%,0.0510145574095382,-0.050222489462444564,5.00,10.42%,0.50%,131.07,37,40.54%,-0.77%,-1.07%,-7.22%,3.16%,False
conf_3m_cdi_20_50_00_10,3,8,20.00%,50.00%,0.00%,10.00%,20.00%,50.00%,-1.04%,48,30.01%,29.38%,6.65%,6.46%,1.03,-7.00%,66.67%,0.04612849479275982,-0.050222489462444564,4.79,9.99%,0.48%,129.38,37,40.54%,-1.18%,-1.07%,-8.84%,3.16%,False
conf_3m_cdi_20_50_00_20,3,8,20.00%,50.00%,0.00%,20.00%,22.50%,50.00%,-1.39%,48,28.30%,27.71%,6.31%,6.27%,1.01,-7.00%,66.67%,0.04124143354266363,-0.050222489462444564,4.59,9.56%,0.46%,127.71,37,40.54%,-1.60%,-1.07%,-10.45%,3.16%,False
conf_3m_cdi_20_50_00_30,3,8,20.00%,50.00%,0.00%,30.00%,25.00%,50.00%,-1.74%,48,26.60%,26.05%,5.96%,6.11%,0.98,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,4.38,9.12%,0.44%,126.05,37,40.54%,-2.01%,-1.07%,-12.05%,3.16%,False
conf_3m_cdi_20_50_00_40,3,8,20.00%,50.00%,0.00%,40.00%,27.50%,50.00%,-2.08%,48,24.93%,24.41%,5.61%,5.96%,0.94,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,4.17,8.69%,0.42%,124.41,37,40.54%,-2.42%,-1.07%,-13.63%,3.16%,False
conf_3m_cdi_20_50_00_50,3,8,20.00%,50.00%,0.00%,50.00%,30.00%,50.00%,-2.43%,48,23.26%,22.77%,5.26%,5.84%,0.90,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,4.00,8.33%,0.40%,122.77,37,40.54%,-2.83%,-1.07%,-15.20%,3.16%,False
conf_3m_cdi_20_50_10_00,3,8,20.00%,50.00%,10.00%,0.00%,20.00%,50.00%,-0.57%,48,32.35%,31.72%,7.13%,6.62%,1.08,-7.00%,66.67%,0.0510145574095382,-0.050222489462444564,4.79,9.98%,0.48%,131.72,37,45.95%,-0.60%,-0.56%,-7.22%,3.16%,False
conf_3m_cdi_20_50_10_10,3,8,20.00%,50.00%,10.00%,10.00%,22.50%,50.00%,-0.91%,48,30.62%,30.02%,6.78%,6.42%,1.06,-7.00%,66.67%,0.04612849479275982,-0.050222489462444564,4.59,9.56%,0.46%,130.02,37,45.95%,-1.02%,-0.56%,-8.84%,3.16%,False
conf_3m_cdi_20_50_10_20,3,8,20.00%,50.00%,10.00%,20.00%,25.00%,50.00%,-1.26%,48,28.90%,28.34%,6.44%,6.24%,1.03,-7.00%,66.67%,0.04124143354266363,-0.050222489462444564,4.38,9.12%,0.44%,128.34,37,45.95%,-1.44%,-0.56%,-10.45%,3.16%,False
conf_3m_cdi_20_50_10_30,3,8,20.00%,50.00%,10.00%,30.00%,27.50%,50.00%,-1.61%,48,27.20%,26.67%,6.09%,6.07%,1.00,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,4.17,8.69%,0.42%,126.67,37,45.95%,-1.85%,-0.56%,-12.05%,3.16%,False
conf_3m_cdi_20_50_10_40,3,8,20.00%,50.00%,10.00%,40.00%,30.00%,50.00%,-1.95%,48,25.51%,25.02%,5.74%,5.92%,0.97,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,3.96,8.26%,0.40%,125.02,37,45.95%,-2.26%,-0.56%,-13.63%,3.16%,False
conf_3m_cdi_20_50_10_50,3,8,20.00%,50.00%,10.00%,50.00%,32.50%,50.00%,-2.30%,48,23.84%,23.38%,5.39%,5.80%,0.93,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,3.79,7.90%,0.38%,123.38,37,45.95%,-2.67%,-0.56%,-15.20%,3.16%,False
conf_3m_cdi_20_50_20_00,3,8,20.00%,50.00%,20.00%,0.00%,22.50%,50.00%,-0.43%,48,32.97%,32.37%,7.26%,6.59%,1.10,-7.00%,66.67%,0.0510145574095382,-0.050222489462444564,4.58,9.55%,0.46%,132.37,37,45.95%,-0.43%,-0.05%,-7.22%,3.16%,False
conf_3m_cdi_20_50_20_10,3,8,20.00%,50.00%,20.00%,10.00%,25.00%,50.00%,-0.78%,48,31.23%,30.66%,6.91%,6.39%,1.08,-7.00%,66.67%,0.04612849479275982,-0.050222489462444564,4.38,9.12%,0.44%,130.66,37,45.95%,-0.85%,-0.05%,-8.84%,3.16%,False
conf_3m_cdi_20_50_20_20,3,8,20.00%,50.00%,20.00%,20.00%,27.50%,50.00%,-1.13%,48,29.51%,28.97%,6.57%,6.20%,1.06,-7.00%,66.67%,0.04124143354266363,-0.050222489462444564,4.17,8.69%,0.42%,128.97,37,45.95%,-1.27%,-0.05%,-10.45%,3.16%,False
conf_3m_cdi_20_50_20_30,3,8,20.00%,50.00%,20.00%,30.00%,30.00%,50.00%,-1.48%,48,27.80%,27.29%,6.22%,6.04%,1.03,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,3.96,8.26%,0.40%,127.29,37,45.95%,-1.68%,-0.05%,-12.05%,3.16%,False
conf_3m_cdi_20_50_20_40,3,8,20.00%,50.00%,20.00%,40.00%,32.50%,50.00%,-1.82%,48,26.11%,25.63%,5.87%,5.89%,1.00,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,3.75,7.82%,0.38%,125.63,37,45.95%,-2.09%,-0.05%,-13.63%,3.16%,False
conf_3m_cdi_20_50_20_50,3,8,20.00%,50.00%,20.00%,50.00%,35.00%,50.00%,-2.17%,48,24.43%,23.98%,5.52%,5.77%,0.96,-7.00%,66.67%,0.04037911167132746,-0.050222489462444564,3.58,7.46%,0.36%,123.98,37,45.95%,-2.50%,-0.05%,-15.20%,3.16%,False
conf_3m_cdi_20_50_30_00,3,8,20.00%,50.00%,30.00%,0.00%,25.00%,50.00%,-0.30%,48,33.60%,33.02%,7.39%,6.56%,1.13,-7.00%,68.75%,0.0510145574095382,-0.050222489462444564,4.38,9.12%,0.44%,133.02,37,56.76%,-0.27%,0.46%,-7.22%,3.16%,False
conf_3m_cdi_20_50_30_10,3,8,20.00%,50.00%,30.00%,10.00%,27.50%,50.00%,-0.65%,48,31.85%,31.30%,7.05%,6.36%,1.11,-7.00%,68.75%,0.04612849479275982,-0.050222489462444564,4.17,8.69%,0.42%,131.30,37,56.76%,-0.69%,0.46%,-8.84%,3.16%,False
conf_3m_cdi_20_50_30_20,3,8,20.00%,50.00%,30.00%,20.00%,30.00%,50.00%,-1.00%,48,30.12%,29.60%,6.70%,6.18%,1.08,-7.00%,68.75%,0.04124143354266363,-0.050222489462444564,3.96,8.26%,0.40%,129.60,37,56.76%,-1.10%,0.46%,-10.45%,3.16%,False
conf_3m_cdi_20_50_30_30,3,8,20.00%,50.00%,30.00%,30.00%,32.50%,50.00%,-1.35%,48,28.40%,27.92%,6.35%,6.01%,1.06,-7.00%,68.75%,0.04037911167132746,-0.050222489462444564,3.76,7.82%,0.38%,127.92,37,56.76%,-1.52%,0.46%,-12.05%,3.16%,False
conf_3m_cdi_20_50_30_40,3,8,20.00%,50.00%,30.00%,40.00%,35.00%,50.00%,-1.70%,48,26.70%,26.25%,6.00%,5.86%,1.02,-7.00%,68.75%,0.04037911167132746,-0.050222489462444564,3.55,7.39%,0.35%,126.25,37,56.76%,-1.93%,0.46%,-13.63%,3.16%,False
conf_3m_cdi_20_50_30_50,3,8,20.00%,50.00%,30.00%,50.00%,37.50%,50.00%,-2.05%,48,25.01%,24.59%,5.65%,5.74%,0.98,-7.00%,68.75%,0.04037911167132746,-0.050222489462444564,3.37,7.03%,0.34%,124.59,37,56.76%,-2.34%,0.46%,-15.20%,3.16%,False
conf_3m_cdi_20_50_40_00,3,8,20.00%,50.00%,40.00%,0.00%,27.50%,50.00%,-0.17%,48,34.23%,33.67%,7.52%,6.54%,1.15,-7.00%,70.83%,0.0510145574095382,-0.050222489462444564,4.17,8.69%,0.42%,133.67,37,56.76%,-0.10%,0.65%,-7.22%,3.16%,False
conf_3m_cdi_20_50_40_10,3,8,20.00%,50.00%,40.00%,10.00%,30.00%,50.00%,-0.52%,48,32.47%,31.94%,7.18%,6.33%,1.13,-7.00%,70.83%,0.04612849479275982,-0.050222489462444564,3.97,8.26%,0.40%,131.94,37,56.76%,-0.52%,0.65%,-8.84%,3.16%,False
conf_3m_cdi_20_50_40_20,3,8,20.00%,50.00%,40.00%,20.00%,32.50%,50.00%,-0.87%,48,30.73%,30.24%,6.83%,6.15%,1.11,-7.00%,70.83%,0.04124143354266363,-0.050222489462444564,3.76,7.83%,0.38%,130.24,37,56.76%,-0.94%,0.65%,-10.45%,3.16%,False
conf_3m_cdi_20_50_40_30,3,8,20.00%,50.00%,40.00%,30.00%,35.00%,50.00%,-1.22%,48,29.00%,28.54%,6.48%,5.98%,1.08,-7.00%,70.83%,0.04037911167132746,-0.050222489462444564,3.55,7.40%,0.36%,128.54,37,56.76%,-1.35%,0.65%,-12.05%,3.16%,False
conf_3m_cdi_20_50_40_40,3,8,20.00%,50.00%,40.00%,40.00%,37.50%,50.00%,-1.57%,48,27.29%,26.87%,6.13%,5.84%,1.05,-7.00%,70.83%,0.04037911167132746,-0.050222489462444564,3.34,6.96%,0.33%,126.87,37,56.76%,-1.76%,0.65%,-13.63%,3.16%,False
conf_3m_cdi_20_50_40_50,3,8,20.00%,50.00%,40.00%,50.00%,40.00%,50.00%,-1.92%,48,25.60%,25.20%,5.78%,5.71%,1.01,-7.00%,70.83%,0.04037911167132746,-0.050222489462444564,3.17,6.60%,0.32%,125.20,37,56.76%,-2.17%,0.65%,-15.20%,3.16%,False
conf_3m_cdi_20_50_50_00,3,8,20.00%,50.00%,50.00%,0.00%,30.00%,50.00%,-0.04%,48,34.85%,34.32%,7.65%,6.51%,1.18,-7.00%,70.83%,0.0510145574095382,-0.050222489462444564,3.99,8.30%,0.40%,134.32,37,62.16%,0.06%,1.09%,-7.22%,3.16%,False
conf_3m_cdi_20_50_50_10,3,8,20.00%,50.00%,50.00%,10.00%,32.50%,50.00%,-0.39%,48,33.09%,32.59%,7.31%,6.31%,1.16,-7.00%,70.83%,0.04612849479275982,-0.050222489462444564,3.78,7.87%,0.38%,132.59,37,62.16%,-0.36%,1.09%,-8.84%,3.16%,False
conf_3m_cdi_20_50_50_20,3,8,20.00%,50.00%,50.00%,20.00%,35.00%,50.00%,-0.74%,48,31.34%,30.87%,6.96%,6.13%,1.14,-7.00%,70.83%,0.04124143354266363,-0.050222489462444564,3.57,7.44%,0.36%,130.87,37,62.16%,-0.77%,1.09%,-10.45%,3.16%,False
conf_3m_cdi_20_50_50_30,3,8,20.00%,50.00%,50.00%,30.00%,37.50%,50.00%,-1.09%,48,29.61%,29.17%,6.61%,5.96%,1.11,-7.00%,70.83%,0.04037911167132746,-0.050222489462444564,3.36,7.01%,0.34%,129.17,37,62.16%,-1.19%,1.09%,-12.05%,3.16%,False
conf_3m_cdi_20_50_50_40,3,8,20.00%,50.00%,50.00%,40.00%,40.00%,50.00%,-1.44%,48,27.89%,27.48%,6.26%,5.82%,1.08,-7.00%,70.83%,0.04037911167132746,-0.050222489462444564,3.16,6.57%,0.32%,127.48,37,62.16%,-1.60%,1.09%,-13.63%,3.16%,False
conf_3m_cdi_20_50_50_50,3,8,20.00%,50.00%,50.00%,50.00%,42.50%,50.00%,-1.79%,48,26.18%,25.81%,5.91%,5.69%,1.04,-7.00%,70.83%,0.04037911167132746,-0.050222489462444564,2.98,6.21%,0.30%,125.81,37,62.16%,-2.00%,1.09%,-15.20%,3.16%,False
conf_3m_cdi_30_00_00_00,3,8,30.00%,0.00%,0.00%,0.00%,7.50%,30.00%,1.97%,48,45.08%,44.63%,9.66%,7.16%,1.35,-6.03%,62.50%,0.051505551784493786,-0.04352260520278617,3.17,6.60%,0.32%,144.63,37,89.19%,1.83%,1.65%,-0.27%,3.74%,False
conf_3m_cdi_30_00_00_10,3,8,30.00%,0.00%,0.00%,10.00%,10.00%,30.00%,1.60%,48,43.19%,42.71%,9.30%,6.98%,1.33,-6.03%,62.50%,0.04643254580152223,-0.04352260520278617,3.30,6.88%,0.33%,142.71,37,83.78%,1.37%,0.88%,-0.63%,3.74%,False
conf_3m_cdi_30_00_00_20,3,8,30.00%,0.00%,0.00%,20.00%,12.50%,30.00%,1.24%,48,41.30%,40.81%,8.93%,6.82%,1.31,-6.03%,62.50%,0.04133591985850882,-0.04352260520278617,3.49,7.27%,0.35%,140.81,37,62.16%,0.92%,0.47%,-2.41%,3.74%,False
conf_3m_cdi_30_00_00_30,3,8,30.00%,0.00%,0.00%,30.00%,15.00%,30.00%,0.87%,48,39.44%,38.93%,8.57%,6.68%,1.28,-6.03%,62.50%,0.039961177362125566,-0.04352260520278617,3.68,7.66%,0.37%,138.93,37,56.76%,0.48%,0.47%,-4.18%,3.74%,False
conf_3m_cdi_30_00_00_40,3,8,30.00%,0.00%,0.00%,40.00%,17.50%,40.00%,0.50%,48,37.59%,37.06%,8.20%,6.56%,1.25,-6.03%,62.50%,0.039961177362125566,-0.04352260520278617,3.87,8.05%,0.39%,137.06,37,56.76%,0.04%,0.47%,-5.93%,3.74%,False
conf_3m_cdi_30_00_00_50,3,8,30.00%,0.00%,0.00%,50.00%,20.00%,50.00%,0.14%,48,35.76%,35.21%,7.83%,6.45%,1.21,-6.03%,62.50%,0.039961177362125566,-0.04352260520278617,4.05,8.44%,0.41%,135.21,37,56.76%,-0.40%,0.47%,-7.66%,3.74%,False
conf_3m_cdi_30_00_10_00,3,8,30.00%,0.00%,10.00%,0.00%,10.00%,30.00%,2.09%,48,45.77%,45.29%,9.79%,7.13%,1.37,-6.03%,62.50%,0.051505551784493786,-0.04352260520278617,3.32,6.93%,0.33%,145.29,37,100.00%,1.98%,1.65%,0.20%,3.74%,False
conf_3m_cdi_30_00_10_10,3,8,30.00%,0.00%,10.00%,10.00%,12.50%,30.00%,1.73%,48,43.86%,43.36%,9.42%,6.95%,1.36,-6.03%,62.50%,0.04643254580152223,-0.04352260520278617,3.46,7.21%,0.35%,143.36,37,97.30%,1.53%,1.18%,-0.63%,3.74%,False
conf_3m_cdi_30_00_10_20,3,8,30.00%,0.00%,10.00%,20.00%,15.00%,30.00%,1.36%,48,41.97%,41.45%,9.06%,6.79%,1.33,-6.03%,62.50%,0.04133591985850882,-0.04352260520278617,3.65,7.60%,0.36%,141.45,37,72.97%,1.08%,0.90%,-2.41%,3.74%,False
conf_3m_cdi_30_00_10_30,3,8,30.00%,0.00%,10.00%,30.00%,17.50%,30.00%,0.99%,48,40.10%,39.56%,8.69%,6.64%,1.31,-6.03%,62.50%,0.039961177362125566,-0.04352260520278617,3.83,7.99%,0.38%,139.56,37,67.57%,0.63%,0.90%,-4.18%,3.74%,False
conf_3m_cdi_30_00_10_40,3,8,30.00%,0.00%,10.00%,40.00%,20.00%,40.00%,0.63%,48,38.24%,37.68%,8.32%,6.52%,1.28,-6.03%,62.50%,0.039961177362125566,-0.04352260520278617,4.02,8.38%,0.40%,137.68,37,67.57%,0.19%,0.90%,-5.93%,3.74%,False
conf_3m_cdi_30_00_10_50,3,8,30.00%,0.00%,10.00%,50.00%,22.50%,50.00%,0.26%,48,36.40%,35.83%,7.96%,6.41%,1.24,-6.03%,62.50%,0.039961177362125566,-0.04352260520278617,4.21,8.77%,0.42%,135.83,37,67.57%,-0.25%,0.90%,-7.66%,3.74%,False
conf_3m_cdi_30_00_20_00,3,8,30.00%,0.00%,20.00%,0.00%,12.50%,30.00%,2.22%,48,46.46%,45.94%,9.91%,7.09%,1.40,-6.03%,62.50%,0.051505551784493786,-0.04352260520278617,3.51,7.31%,0.35%,145.94,37,100.00%,2.14%,2.07%,0.67%,3.74%,False
conf_3m_cdi_30_00_20_10,3,8,30.00%,0.00%,20.00%,10.00%,15.00%,30.00%,1.85%,48,44.54%,44.01%,9.55%,6.91%,1.38,-6.03%,62.50%,0.04643254580152223,-0.04352260520278617,3.64,7.59%,0.36%,144.01,37,97.30%,1.68%,1.49%,-0.63%,3.74%,False
conf_3m_cdi_30_00_20_20,3,8,30.00%,0.00%,20.00%,20.00%,17.50%,30.00%,1.48%,48,42.64%,42.09%,9.18%,6.75%,1.36,-6.03%,62.50%,0.04133591985850882,-0.04352260520278617,3.83,7.98%,0.38%,142.09,37,75.68%,1.23%,1.08%,-2.41%,3.74%,False
conf_3m_cdi_30_00_20_30,3,8,30.00%,0.00%,20.00%,30.00%,20.00%,30.00%,1.12%,48,40.76%,40.19%,8.81%,6.61%,1.33,-6.03%,62.50%,0.039961177362125566,-0.04352260520278617,4.02,8.37%,0.40%,140.19,37,67.57%,0.79%,1.08%,-4.18%,3.74%,False
conf_3m_cdi_30_00_20_40,3,8,30.00%,0.00%,20.00%,40.00%,22.50%,40.00%,0.75%,48,38.89%,38.31%,8.45%,6.48%,1.30,-6.03%,62.50%,0.039961177362125566,-0.04352260520278617,4.21,8.77%,0.42%,138.31,37,67.57%,0.35%,1.08%,-5.93%,3.74%,False
conf_3m_cdi_30_00_20_50,3,8,30.00%,0.00%,20.00%,50.00%,25.00%,50.00%,0.38%,48,37.04%,36.44%,8.08%,6.38%,1.27,-6.03%,62.50%,0.039961177362125566,-0.04352260520278617,4.40,9.16%,0.44%,136.44,37,67.57%,-0.09%,1.08%,-7.66%,3.74%,False
conf_3m_cdi_30_00_30_00,3,8,30.00%,0.00%,30.00%,0.00%,15.00%,30.00%,2.34%,48,47.14%,46.60%,10.04%,7.06%,1.42,-6.03%,64.58%,0.051505551784493786,-0.04352260520278617,3.70,7.71%,0.37%,146.60,37,100.00%,2.29%,2.11%,1.12%,3.74%,False
