candidato,meses_confirmacao,quantidade_mudancas_regime_treino,peso_cdi_expansao_desinflacionaria,peso_cdi_expansao_inflacionaria,peso_cdi_estagflacao,peso_cdi_recessao_desinflacionaria,peso_cdi_medio,peso_cdi_maximo,excesso_retorno_anualizado_vs_benchmark,quantidade_meses,retorno_total_bruto,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade_liquido,maximo_drawdown_liquido,meses_positivos,melhor_mes,pior_mes,turnover_total,turnover_medio_mensal,custo_acumulado_simples,indice_final_liquido,quantidade_janelas_12m,proporcao_janelas_12m_positivas,media_excesso_12m,mediana_excesso_12m,pior_excesso_12m,melhor_excesso_12m,respeita_limite_turnover
conf_1m_cdi_30_40_10_40,1,8,30.00%,40.00%,10.00%,40.00%,30.00%,40.00%,-0.74%,48,31.21%,30.85%,6.95%,5.38%,1.29,-5.38%,66.67%,0.03153747705339782,-0.03689737359942813,2.78,5.79%,0.28%,130.85,37,56.76%,-1.16%,0.77%,-12.16%,4.35%,False
conf_1m_cdi_30_40_10_50,1,8,30.00%,40.00%,10.00%,50.00%,32.50%,50.00%,-1.15%,48,29.27%,28.89%,6.55%,5.23%,1.25,-5.38%,66.67%,0.030992741717698502,-0.03689737359942813,2.94,6.12%,0.29%,128.89,37,56.76%,-1.54%,0.77%,-13.99%,4.35%,False
conf_1m_cdi_30_40_20_00,1,8,30.00%,40.00%,20.00%,0.00%,22.50%,40.00%,0.93%,48,39.67%,39.20%,8.62%,6.16%,1.40,-5.38%,66.67%,0.051505551784493786,-0.03689737359942813,3.35,6.99%,0.34%,139.20,37,59.46%,0.45%,0.93%,-4.83%,4.35%,False
conf_1m_cdi_30_40_20_10,1,8,30.00%,40.00%,20.00%,10.00%,25.00%,40.00%,0.53%,48,37.64%,37.20%,8.23%,5.93%,1.39,-5.38%,66.67%,0.046512900945293145,-0.03689737359942813,3.15,6.57%,0.32%,137.20,37,56.76%,0.08%,0.93%,-6.69%,4.35%,False
conf_1m_cdi_30_40_20_20,1,8,30.00%,40.00%,20.00%,20.00%,27.50%,40.00%,0.14%,48,35.62%,35.23%,7.84%,5.71%,1.37,-5.38%,66.67%,0.04152069542759018,-0.03689737359942813,2.95,6.15%,0.30%,135.23,37,56.76%,-0.30%,0.93%,-8.53%,4.35%,False
conf_1m_cdi_30_40_20_30,1,8,30.00%,40.00%,20.00%,30.00%,30.00%,40.00%,-0.25%,48,33.63%,33.27%,7.44%,5.52%,1.35,-5.38%,66.67%,0.03652893371422139,-0.03689737359942813,2.75,5.72%,0.27%,133.27,37,56.76%,-0.67%,0.93%,-10.36%,4.35%,False
conf_1m_cdi_30_40_20_40,1,8,30.00%,40.00%,20.00%,40.00%,32.50%,40.00%,-0.65%,48,31.66%,31.33%,7.05%,5.34%,1.32,-5.38%,66.67%,0.03153747705339782,-0.03689737359942813,2.57,5.35%,0.26%,131.33,37,56.76%,-1.04%,0.93%,-12.16%,4.35%,False
conf_1m_cdi_30_40_20_50,1,8,30.00%,40.00%,20.00%,50.00%,35.00%,50.00%,-1.05%,48,29.71%,29.36%,6.65%,5.19%,1.28,-5.38%,66.67%,0.030992741717698502,-0.03689737359942813,2.73,5.68%,0.27%,129.36,37,56.76%,-1.41%,0.93%,-13.99%,4.35%,False
conf_1m_cdi_30_40_30_00,1,8,30.00%,40.00%,30.00%,0.00%,25.00%,40.00%,1.02%,48,40.15%,39.71%,8.72%,6.13%,1.42,-5.38%,68.75%,0.051505551784493786,-0.03689737359942813,3.14,6.55%,0.31%,139.71,37,59.46%,0.58%,1.02%,-4.83%,4.35%,False
conf_1m_cdi_30_40_30_10,1,8,30.00%,40.00%,30.00%,10.00%,27.50%,40.00%,0.63%,48,38.11%,37.70%,8.33%,5.89%,1.41,-5.38%,68.75%,0.046512900945293145,-0.03689737359942813,2.94,6.13%,0.29%,137.70,37,56.76%,0.20%,1.02%,-6.69%,4.35%,False
conf_1m_cdi_30_40_30_20,1,8,30.00%,40.00%,30.00%,20.00%,30.00%,40.00%,0.24%,48,36.09%,35.72%,7.93%,5.68%,1.40,-5.38%,68.75%,0.04152069542759018,-0.03689737359942813,2.74,5.71%,0.27%,135.72,37,56.76%,-0.17%,1.02%,-8.53%,4.35%,False
conf_1m_cdi_30_40_30_30,1,8,30.00%,40.00%,30.00%,30.00%,32.50%,40.00%,-0.15%,48,34.09%,33.75%,7.54%,5.48%,1.38,-5.38%,68.75%,0.03652893371422139,-0.03689737359942813,2.54,5.28%,0.25%,133.75,37,56.76%,-0.54%,1.02%,-10.36%,4.35%,False
conf_1m_cdi_30_40_30_40,1,8,30.00%,40.00%,30.00%,40.00%,35.00%,40.00%,-0.55%,48,32.12%,31.80%,7.15%,5.31%,1.35,-5.38%,68.75%,0.03153747705339782,-0.03689737359942813,2.36,4.91%,0.24%,131.80,37,56.76%,-0.91%,1.02%,-12.16%,4.35%,False
conf_1m_cdi_30_40_30_50,1,8,30.00%,40.00%,30.00%,50.00%,37.50%,50.00%,-0.95%,48,30.16%,29.83%,6.74%,5.16%,1.31,-5.38%,68.75%,0.030992741717698502,-0.03689737359942813,2.52,5.25%,0.25%,129.83,37,56.76%,-1.29%,1.02%,-13.99%,4.35%,False
conf_1m_cdi_30_40_40_00,1,8,30.00%,40.00%,40.00%,0.00%,27.50%,40.00%,1.12%,48,40.63%,40.21%,8.82%,6.10%,1.45,-5.38%,68.75%,0.051505551784493786,-0.03689737359942813,2.97,6.18%,0.30%,140.21,37,64.86%,0.70%,1.32%,-4.83%,4.35%,False
conf_1m_cdi_30_40_40_10,1,8,30.00%,40.00%,40.00%,10.00%,30.00%,40.00%,0.73%,48,38.58%,38.20%,8.42%,5.86%,1.44,-5.38%,68.75%,0.046512900945293145,-0.03689737359942813,2.77,5.76%,0.28%,138.20,37,62.16%,0.33%,1.32%,-6.69%,4.35%,False
conf_1m_cdi_30_40_40_20,1,8,30.00%,40.00%,40.00%,20.00%,32.50%,40.00%,0.34%,48,36.56%,36.21%,8.03%,5.65%,1.42,-5.38%,68.75%,0.04152069542759018,-0.03689737359942813,2.56,5.34%,0.26%,136.21,37,62.16%,-0.05%,1.32%,-8.53%,4.35%,False
conf_1m_cdi_30_40_40_30,1,8,30.00%,40.00%,40.00%,30.00%,35.00%,40.00%,-0.06%,48,34.55%,34.24%,7.64%,5.45%,1.40,-5.38%,68.75%,0.03652893371422139,-0.03689737359942813,2.36,4.92%,0.24%,134.24,37,62.16%,-0.42%,1.32%,-10.36%,4.35%,False
conf_1m_cdi_30_40_40_40,1,8,30.00%,40.00%,40.00%,40.00%,37.50%,40.00%,-0.45%,48,32.57%,32.28%,7.24%,5.28%,1.37,-5.38%,68.75%,0.03153747705339782,-0.03689737359942813,2.18,4.55%,0.22%,132.28,37,62.16%,-0.79%,1.32%,-12.16%,4.35%,True
conf_1m_cdi_30_40_40_50,1,8,30.00%,40.00%,40.00%,50.00%,40.00%,50.00%,-0.86%,48,30.61%,30.30%,6.84%,5.13%,1.33,-5.38%,68.75%,0.030992741717698502,-0.03689737359942813,2.34,4.88%,0.23%,130.30,37,62.16%,-1.16%,1.32%,-13.99%,4.35%,False
conf_1m_cdi_30_40_50_00,1,8,30.00%,40.00%,50.00%,0.00%,30.00%,50.00%,1.21%,48,41.11%,40.67%,8.91%,6.08%,1.47,-5.38%,68.75%,0.051505551784493786,-0.03689737359942813,3.14,6.53%,0.31%,140.67,37,67.57%,0.82%,1.40%,-4.83%,4.35%,False
conf_1m_cdi_30_40_50_10,1,8,30.00%,40.00%,50.00%,10.00%,32.50%,50.00%,0.82%,48,39.06%,38.65%,8.51%,5.84%,1.46,-5.38%,68.75%,0.046512900945293145,-0.03689737359942813,2.93,6.11%,0.29%,138.65,37,64.86%,0.44%,1.40%,-6.69%,4.35%,False
conf_1m_cdi_30_40_50_20,1,8,30.00%,40.00%,50.00%,20.00%,35.00%,50.00%,0.42%,48,37.02%,36.65%,8.12%,5.62%,1.44,-5.38%,68.75%,0.04152069542759018,-0.03689737359942813,2.73,5.69%,0.27%,136.65,37,64.86%,0.06%,1.40%,-8.53%,4.35%,False
conf_1m_cdi_30_40_50_30,1,8,30.00%,40.00%,50.00%,30.00%,37.50%,50.00%,0.03%,48,35.01%,34.67%,7.73%,5.43%,1.42,-5.38%,68.75%,0.03652893371422139,-0.03689737359942813,2.53,5.27%,0.25%,134.67,37,64.86%,-0.31%,1.40%,-10.36%,4.35%,False
conf_1m_cdi_30_40_50_40,1,8,30.00%,40.00%,50.00%,40.00%,40.00%,50.00%,-0.36%,48,33.02%,32.71%,7.33%,5.25%,1.40,-5.38%,68.75%,0.03153747705339782,-0.03689737359942813,2.35,4.89%,0.23%,132.71,37,64.86%,-0.68%,1.40%,-12.16%,4.35%,False
conf_1m_cdi_30_40_50_50,1,8,30.00%,40.00%,50.00%,50.00%,42.50%,50.00%,-0.77%,48,31.05%,30.72%,6.93%,5.10%,1.36,-5.38%,68.75%,0.030992741717698502,-0.03689737359942813,2.51,5.23%,0.25%,130.72,37,64.86%,-1.05%,1.40%,-13.99%,4.35%,False
conf_1m_cdi_30_50_00_00,1,8,30.00%,50.00%,0.00%,0.00%,20.00%,50.00%,0.42%,48,37.25%,36.63%,8.11%,5.94%,1.37,-4.73%,68.75%,0.051505551784493786,-0.03255943822255003,4.53,9.43%,0.45%,136.63,37,54.05%,-0.24%,0.46%,-6.74%,4.54%,False
conf_1m_cdi_30_50_00_10,1,8,30.00%,50.00%,0.00%,10.00%,22.50%,50.00%,0.03%,48,35.25%,34.66%,7.72%,5.70%,1.36,-4.73%,68.75%,0.046512900945293145,-0.03255943822255003,4.33,9.01%,0.43%,134.66,37,54.05%,-0.61%,0.46%,-8.58%,4.54%,False
conf_1m_cdi_30_50_00_20,1,8,30.00%,50.00%,0.00%,20.00%,25.00%,50.00%,-0.36%,48,33.27%,32.72%,7.33%,5.47%,1.34,-4.73%,68.75%,0.04152069542759018,-0.03255943822255003,4.12,8.59%,0.41%,132.72,37,54.05%,-0.98%,0.46%,-10.39%,4.54%,False
conf_1m_cdi_30_50_00_30,1,8,30.00%,50.00%,0.00%,30.00%,27.50%,50.00%,-0.75%,48,31.31%,30.80%,6.94%,5.26%,1.32,-4.73%,68.75%,0.03652893371422139,-0.03255943822255003,3.92,8.17%,0.39%,130.80,37,54.05%,-1.35%,0.46%,-12.19%,4.54%,False
conf_1m_cdi_30_50_00_40,1,8,30.00%,50.00%,0.00%,40.00%,30.00%,50.00%,-1.14%,48,29.38%,28.90%,6.55%,5.08%,1.29,-4.73%,68.75%,0.03153747705339782,-0.03255943822255003,3.71,7.74%,0.37%,128.90,37,54.05%,-1.72%,0.46%,-13.97%,4.54%,False
conf_1m_cdi_30_50_00_50,1,8,30.00%,50.00%,0.00%,50.00%,32.50%,50.00%,-1.54%,48,27.46%,27.01%,6.16%,4.92%,1.25,-4.73%,68.75%,0.028231814041970615,-0.03255943822255003,3.53,7.35%,0.35%,127.01,37,54.05%,-2.08%,0.46%,-15.73%,4.54%,False
conf_1m_cdi_30_50_10_00,1,8,30.00%,50.00%,10.00%,0.00%,22.50%,50.00%,0.52%,48,37.72%,37.13%,8.21%,5.90%,1.39,-4.73%,68.75%,0.051505551784493786,-0.03255943822255003,4.32,9.00%,0.43%,137.13,37,56.76%,-0.11%,0.63%,-6.74%,4.54%,False
conf_1m_cdi_30_50_10_10,1,8,30.00%,50.00%,10.00%,10.00%,25.00%,50.00%,0.13%,48,35.72%,35.16%,7.82%,5.66%,1.38,-4.73%,68.75%,0.046512900945293145,-0.03255943822255003,4.12,8.58%,0.41%,135.16,37,56.76%,-0.49%,0.63%,-8.58%,4.54%,False
